departure,arrival,duration
Kilchberg ZH (See),"Kilchberg ZH, Bahnhof",7
"Kloten, Geissbergstrasse","Kloten, Ackerstrasse",7
"Küsnacht ZH, Oberwacht",Küsnacht ZH,6
"Oberhasli, Moosacker","Oberhasli, Post",7
"Pfaffhausen, Feldhof","Binz bei Maur, Twäracher",9
"Rümlang, Bäuler","Glattbrugg, Unterriet",8
"Rümlang, Heuelstrasse","Rümlang, Zürichweg",9
"Stallikon, Langfuren","Stallikon, Aegerten",8
"Thalwil, Alterszentrum","Thalwil, Böni",8
"Thalwil, Gewerbestrasse","Thalwil, Schützenhaus",6
"Unterlunkhofen, Mühlegg","Unterlunkhofen, Breitenäcker",8
"Uster, Burgreben","Uster, Burgstrasse",5
"Uster, Strick","Uster, Loren",4
"Volketswil, Hofwisen","Volketswil, Volkiland Chliriet",9
"Wallisellen, Alterszentrum","Wallisellen, Guyer-Weg",9
"Wangen b D'dorf, Stierwisen","Wangen b D'dorf, Hätzelwisen",2
"Wettingen, Rebstock",Rathaus,8
"Wettingen, Zirkuswiese","Wettingen, Sonne",9
"Wetzikon ZH, Buchgrindel","Wetzikon ZH, Uster-/Weststr.",7
"Winterthur, Schmidgasse",Museumstrasse/HB,5
"Wohlen AG, Altersheim Bifang","Wohlen AG, Riedmatt",10
"Wohlen AG, Cheiblerrain","Wohlen AG, Sonnhalde",8
"Wädenswil, Coop","Wädenswil, Schmiedstube",7
"Wädenswil, Lätten","Wädenswil, Tiefenhof",5
"Wädenswil, Tiefenhofstrasse","Wädenswil, Tiefenhof",5
Zollikon,"Zollikon, Dufourplatz",9
"Zürich, Alte Trotte","Zürich, Kempfhofsteig",4
"Zürich, Bahnhofplatz/HB",Zürich Central (Polybahn),8
"Zürich, Bahnhofstrasse/HB","Zürich, Löwenplatz",4
"Zürich, Einfangstrasse","Zürich, Glaubtenstrasse Süd",10
"Zürich, Glockenacker","Zürich, Loorenstrasse",8
"Zürich, Heuried","Zürich, Schaufelbergerstrasse",7
"Zürich, Neeserweg","Zürich, Am Suteracher",8
"Zürich, Röslistrasse","Zürich, Nordstrasse",7
"Zürich, Sihlstrasse","Zürich, Stockerstrasse",10
"Zürich, Toni-Areal","Zürich, Sportweg",8
"Zürich, Triemlispital","Zürich, Schaufelbergerstrasse",10
Abzw.,"Rottenschwil, Abzw.",0
"Adliswil, Badstrasse","Adliswil, Rifertstrasse",9
"Baar, Pfaffentobel","Sihlbrugg, Dorf",8
"Binz bei Maur, Fridlimatt","Binz bei Maur, Gassacher",7
"Bülach, Soliboden","Bülach, Bahnhof",9
"Dübendorf, Ringwiesen","Dübendorf, Hochbord Süd",7
Dübendorf,"Dübendorf, Unterdorf",9
"Herrliberg, Alterssiedlung","Herrliberg, Aryanastrasse",7
"Horgen, Panorama/CS","Horgen, Altersheim/Tödistrasse",9
"Kloten, Säntisstrasse","Kloten, Geissbergstrasse",8
"Neuenhof, Webermühle","Neuenhof, Klosterrüti",10
"Nürensdorf, Zentrum","Nürensdorf, Zentrum Süd",3
"Oberrieden Dorf, Bahnhof","Oberrieden, Wattenbühlweg",10
"Opfikon, Grätzli","Opfikon, Zil",9
"Remetschwil, Dorf","Remetschwil, Garage",5
"Spreitenbach, Spreiti West","Spreitenbach, Breiti",3
"Uster, Niederuster","Uster, Seeweg",10
"Volketswil, Zentrum","Volketswil, Wallberg",9
"Wohlen AG, Stegmatt","Wohlen AG, Sonnhalde",10
"Wädenswil, Schwanen","Wädenswil, Neudorf",8
"Zollikon, Gemeindehaus","Zollikon, Höhestrasse",9
"Zufikon, Haldenstrasse","Zufikon, Schulanlage",10
Zürich Polyterrasse,"Zürich, Bahnhofquai/HB",8
"Zürich, Bezirksgebäude","Zürich, Kernstrasse",3
"Zürich, Kantonalbank","Zürich, Paradeplatz",4
"Zürich, Kappeli","Zürich, Letzipark",9
"Zürich, Mattenhof",Stettbach,9
"Zürich, Radiostudio","Zürich, Berufswahlschule",7
"Zürich, Schaffhauserplatz","Zürich, Rotbuchstrasse",4
"Zürich, Schmiede Wiedikon","Zürich, Hertersteg",8
"Adliswil, Bahnhof","Adliswil, Krone",6
"Adliswil, Krone","Adliswil, Tobelhof",9
"Adliswil, Tobelhof","Adliswil, Rifertstrasse",6
"Bremgarten AG, Waage",Bremgarten Isenlauf,8
"Dietikon, Hätschen","Dietikon, Staffelackerstrasse",5
Dietlikon,"Dietlikon, Zentrum",7
"Dübendorf, EMPA","Dübendorf, Am Ring",6
"Dübendorf, Post","Dübendorf, Schwimmbad",10
"Effretikon, Girhalde","Effretikon, Brüttenerstrasse",10
"Embrach-Rorbas, Bahnhof",Embrach-Rorbas,1
"Fällanden, Wigarten","Fällanden, Zil",10
"Gossau ZH, Mitteldorf","Gossau ZH, Zentrum",4
Horgen (See),"Horgen, untere Mühle",8
"Horgen, Käpfnach","Horgen, Risi/Dow",9
"Horgen, Rotweg","Horgen, Glärnischhof",6
"Horgen, Wannenthal","Horgen, Rotweg",10
"Küsnacht ZH, Oberfeld","Küsnacht ZH, Himmelistrasse",6
Langnau-Gattikon,"Langnau am Albis, Dorf",7
"Meilen, Zur Au","Meilen, Charrhalten",9
"Oberglatt ZH, Bahnhof",Oberglatt ZH,1
"Opfikon, Aublick","Opfikon, Zil",5
"Opfikon, Neuwiesen","Opfikon, Austrasse",7
"Ottenbach, Engelwiese","Ottenbach, Geeren",9
"Regensdorf, Zentrum","Regensdorf, Ostring",8
"Rümlang, Heuelstrasse","Rümlang, Gemeindehaus",6
"Staffeln AG, Gass","Staffeln AG, Schulhaus",5
"Thalwil, Aegertli","Thalwil, Zentrum",8
"Thalwil, Oeggisbüelplatz","Thalwil, Aubrigstrasse",8
"Uetikon am See, Tramstrasse","Uetikon am See, Gemeindehaus",9
"Urdorf, Uitikonerstrasse","Urdorf, Spitzacker",8
"Wangen b D'dorf, Oberdorf","Wangen b D'dorf, Stierwisen",7
"Winterthur, Schöntal","Winterthur, Rebwiesen",4
"Wohlen AG, Höhenweg","Wohlen AG, Rebbergstrasse",6
"Wädenswil, Schmiedstube","Wädenswil, Sonnenrainstrasse",4
"Zürich Altstetten, Bahnhof","Zürich Altstetten, Bahnhof N",4
Zürich Central (Polybahn),"Zürich, Bahnhofplatz/HB",8
"Zürich, Gutstrasse","Zürich, Im Gut",7
"Zürich, Kempfhofsteig","Zürich, Alte Trotte",4
"Zürich, Lindenplatz","Zürich, Baslerstrasse",7
"Zürich, Neumarkt",Zürich Polyterrasse,10
"Zürich, Rautihalde","Zürich, Loogarten",8
"Zürich, Rotbuchstrasse","Zürich, Röslistrasse",9
"Zürich, Rote Fabrik","Zürich, Morgental",10
"Zürich, Saalsporthalle","Zürich, Sihlcity Nord",7
"Zürich, Toblerplatz","Zürich, Hinterbergstrasse",8
"Zürich, Waffenplatz-/Bederstr.","Zürich, Waffenplatzstrasse",2
"Zürich, Wetlistrasse","Zürich, Burgwies",7
"Zürich, Zoo","Zürich, Susenbergstrasse",9
"Adliswil, Poststrasse","Adliswil, Bahnhof",4
"Binz bei Maur, Fridlimatt","Binz bei Maur, Twäracher",5
"Bonstetten-Wettswil, Bahnhof",Bonstetten-Wettswil,1
"Bremgarten AG, Obertorplatz",Bremgarten Obertor,1
"Dietikon, Staffelackerstrasse","Dietikon, Gyrhalden",3
"Dietlikon, Fuchshalde",Dietlikon,10
"Dübendorf, Wasserfurren","Dübendorf, Breitibach",7
"Ehrendingen, Post","Ehrendingen, Niedermatt",8
"Erlenbach ZH, Alterswohnheim","Erlenbach ZH, Im Loo",6
Hauptbahnhof,"Winterthur, Hauptbahnhof",0
"Horgen, Dorfgasse",Horgen (See),6
"Horgen, Plattenhof","Horgen, Wannerstrasse",7
"Horgen, Schinzenhof","Horgen, Bergli",10
"Horgen, untere Mühle","Horgen, Dorfgasse",3
"Kilchberg ZH, Hornhaldenstr.","Kilchberg ZH, Paradiessteig",6
"Kilchberg ZH, Sanatorium","Kilchberg ZH, Stockengut",10
Kindhausen AG,"Kindhausen AG, Eichholz",7
"Meilen, Allmend","Meilen, Beugen",10
"Muri AG, Kreisel","Muri AG, Luzernstrasse",6
"Männedorf, Dammstrasse","Männedorf, Bahnhof",4
"Oberlunkhofen, Oberdorf","Oberlunkhofen, Haldenmatten",7
"Spreitenbach, Center Spreitenb",Shopping Center,5
"Thalwil, Mettli",Oberrieden,10
"Thalwil, Rudishaldenstrasse","Thalwil, Feldstrasse",7
"Uetikon am See, Talstrasse","Uetikon am See, Rundi",10
"Uster, Apothekerstrasse","Uster, Bildungszentrum",9
"Wetzikon ZH, Buchgrindel","Wetzikon ZH, Robenhausen",7
"Winterthur, Fotozentrum","Winterthur, Gewerbeschule",9
"Winterthur, Irchelstrasse","Winterthur, Breite",10
Wädenswil (See),"Wädenswil, Sonnenrainstrasse",6
"Wädenswil, Sonnenrainstrasse",Wädenswil (See),6
Zentrumsplatz,"Wettingen, Schönenbühlstrasse",10
"Zufikon, Emaus","Zufikon, Haldenstrasse",9
Zürich Affoltern,"Zürich Affoltern, Bahnhof",2
"Zürich Altstetten, Bahnhof N","Zürich, Seidelhof",10
"Zürich Flughafen, Bahnhof","Zürich Flughafen, OPC",7
Zürich Limmatquai,Zürich Central (Polybahn),9
"Zürich, Eschergutweg","Zürich, Rebbergsteig",5
"Zürich, Friedhof Eichbühl","Zürich, Rautihalde",8
"Zürich, Helmhaus",Zürich Limmatquai,7
"Zürich, Rebbergsteig","Zürich, Eschergutweg",5
"Zürich, Stierenried","Zürich, Maillartstrasse",6
"Zürich, Trichtenhausenfussweg","Zollikerberg, Hasenbart",10
"Zürich, Vogelsangstrasse","Zürich, Seilbahn Rigiblick",6
"Adliswil, Grüt","Adliswil, Dietlimoos",5
Adliswil,"Adliswil, Baumgartenweg",7
"Birmensdorf ZH, Bahnhof Süd",Bahnhof Süd,0
"Brüttisellen, Haldenbrücke","Brüttisellen, Gemeindehaus",4
"Buchs ZH, Furttalstrasse",Buchs-Dällikon,6
"Bülach, Pfarrgässli","Bülach, Stadthalle",7
"Dietikon, Birmensdorferstrasse","Urdorf, Herweg",10
"Dietikon, Schönenwerd","Glanzenberg, Bahnhof",9
"Dietikon, Vorstadt","Dietikon, Oetwilerstrasse",7
"Dübendorf, Lindenbühl","Dübendorf, Gfenn",5
"Dübendorf, Sonnenberg","Dübendorf, Glärnischstrasse",9
"Fislisbach, Niederrohrdorferst","Fislisbach, Steinäcker",4
"Herrliberg, Alterssiedlung","Herrliberg, Rebberg",4
"Hirzel, Kirche","Hirzel, Wässeri",9
"Kilchberg ZH, Bächlerstrasse","Kilchberg ZH, Sanatorium",9
"Meilen, Hohenegg","Meilen, Halten",9
"Meilen, Weid","Uetikon am See, Grossdorf",9
"Muri AG, Industriestrasse","Muri AG, Dorf",10
Museumstrasse/HB,Winterthur,3
"Niederglatt ZH, Sonnenbergstr.",Niederglatt ZH,7
"Oberengstringen, Zentrum","Oberengstringen, Lanzrain",9
Oberrieden Dorf,"Oberrieden Dorf, Bahnhof",1
"Oetwil an der Limmat, Oberdorf","Oetwil an der Limmat, Halde",7
"Thalwil, Mühlebachplatz","Thalwil, Platte",6
"Urdorf, Herweg","Urdorf, Luberzen",7
"Wallisellen, Bützacker","Wallisellen, Schäfligraben",5
"Wallisellen, Säntisstrasse","Wallisellen, Glatt (Tram)",10
"Wettingen, Sonne","Wettingen, Jurastrasse",6
Wettingen,"Wettingen, Kloster",4
"Winterthur, Friedliweg","Winterthur, Rebwiesen",4
"Winterthur, Zentrum Töss",Winterthur Töss,6
"Wohlen AG, Turmstrasse","Wohlen AG, Altersheim Bifang",9
"Wädenswil, Gulmenmatt","Wädenswil, Neudorf",9
"Zollikon, Höhestrasse","Zollikon, Allmend",8
Zürich Giesshübel,"Zürich, Sihlcity Nord",6
Zürich Wollishofen,"Zürich, Landiwiese",8
"Zürich, Dorflinde","Zürich, Salersteig",4
"Zürich, EPI-Klinik","Zürich, Im Walder",6
"Zürich, Grimselstrasse","Zürich, Lindenplatz",7
"Zürich, Hölderlinstrasse","Zürich, Klusplatz",8
"Zürich, Hürstholz","Zürich, Mötteliweg",9
"Zürich, Kappenbühlweg","Zürich, Singlistrasse",9
"Zürich, Kempfhofsteig","Zürich, Appenzellerstrasse",4
"Zürich, Nürenbergstrasse","Zürich, Lettenstrasse",4
"Zürich, Ottikerstrasse","Zürich, Beckenhof",4
"Zürich, Roswiesen","Zürich, Heerenwiesen",5
"Zürich, Schörlistrasse","Zürich, Frohburg",5
"Zürich, Solidapark","Zürich, Baslerstrasse",4
"Zürich, Waffenplatzstrasse","Zürich, Hügelstrasse",7
"Zürich, Waldhaus Dolder","Zürich, Dolder",10
"Zürich, Wonnebergstrasse","Zürich Tiefenbrunnen, Bahnhof",9
"Zürich, Zweiackerstrasse","Zürich, Glockenacker",9
Adliswil,"Adliswil, Krone",6
"Au ZH, Austrasse","Au ZH, Stoffelstrasse",10
"Au ZH, Bahnhof",Au ZH,2
"Bergdietikon, Rietwies","Bergdietikon, Baltenschwil",3
"Binz bei Maur, Gassacher","Binz bei Maur, Bautacher",5
"Bülach, Schuemacher","Bülach, Obere Frohalde",10
"Dietikon, Hagackerstrasse","Dietikon, Pestalozzi",9
"Dietlikon, Bahnhof","Dietlikon, Fuchshalde",10
"Dietlikon, Lettenstrasse","Dietlikon, Riedenerstrasse",6
"Dübendorf, Claridenstrasse","Dübendorf, Sonnenberg",9
"Glattpark, Lindbergh-Allee","Glattpark, Wright-Strasse",10
"Horgen, Bergwerk","Horgen, Glärnischhof",5
"Horgen, Wannenthal","Horgen, Heubach",8
"Illnau, Chrummenacher","Illnau, Bahnhof",9
"Kloten, Wohnheim","Kloten, Graswinkel",8
"Küsnacht ZH, Reform. Kirche","Küsnacht ZH, Zentrum",5
Küsnacht ZH,"Küsnacht ZH, Reform. Kirche",8
"Niederglatt ZH,altes Schulhaus","Niederglatt ZH, Nöschikon",7
"Pfäffikon ZH, Matten","Pfäffikon ZH, Witzberg",9
"Schlieren, Kampstrasse","Schlieren, Brunngasse",7
"Teufen ZH, Schloss","Teufen ZH, Schulhaus",9
"Uitikon, Halde","Uitikon, Dorf",8
"Unterlunkhofen, Mühlegg","Unterlunkhofen, Gemeindehaus",4
"Uster, Schlyffi","Uster, Turicum",7
"Wangen b D'dorf, Hätzelwisen","Wangen b D'dorf, Dorfplatz",5
"Watt, Brünigstrasse","Watt, Dorf",9
"Wetzikon ZH, Haldenstrasse","Wetzikon ZH, Buchgrindel",8
"Winkel, Bühlhof","Winkel, Oberrüti",9
"Winterthur, Bolrebenweg","Winterthur, Finken-Rain",5
"Winterthur, Friedliweg","Winterthur, Nägelsee",6
"Winterthur, Sulzer",Hauptbahnhof,7
Wädenswil,"Wädenswil, Schmiedstube",9
"Würenlos, Büntenstrasse","Würenlos, Bettlen",7
Zürich HB,"Zürich, Haldenegg",8
Zürich Landesmuseum (See),Zürich HB SZU,6
Zürich Wiedikon,"Zürich, Hertersteg",9
"Zürich, Bürkliplatz","Zürich, Stockerstrasse",9
"Zürich, Dolder","Zürich, Waldhaus Dolder",10
"Zürich, Hadlaubstrasse","Zürich, Kinkelstrasse",9
"Zürich, Hinterbergstrasse","Zürich, Toblerplatz",8
"Zürich, Loorenstrasse","Zürich, Glockenacker",8
"Zürich, Löwenbräu","Zürich, Schiffbau",10
"Zürich, Neumarkt","Zürich, Rathaus",8
"Zürich, Rautihalde","Zürich, Dunkelhölzli",9
"Zürich, Röslistrasse","Zürich, Ottikerstrasse",9
"Zürich, Schweizer Rück","Zürich, Rentenanstalt",8
"Au ZH, Austrasse","Au ZH, Bahnhof",7
"Bassersdorf, Chlupfgasse","Bassersdorf, Löwen",6
"Dietlikon, Brandbachstrasse","Dietlikon, Industriestrasse",8
Dietlikon,"Dietlikon, In Lampitzäckern",10
Dietlikon,"Dietlikon, Riedenerstrasse",10
"Erlenbach ZH, Rankstrasse","Erlenbach ZH, Im Vogelsang",5
"Fislisbach, Gemeindehaus","Fislisbach, Sportanlage Esp",10
"Hausen am Albis, Bifang","Hausen am Albis, Albisbrunn",9
"Herrliberg, Pfarrgasse","Herrliberg, Grüt",9
"Horgen, Schärbächli/Fähre","Horgen, Baumgärtlihof",5
"Horgen, Stocker","Horgen, Spital",4
"Horgen, Teufenbach","Horgen, Glärnischhof",8
"Jonen, Käppeli","Jonen, Taverne",8
"Kilchberg ZH, Sanatorium","Kilchberg ZH, Paradiesstrasse",6
"Kilchberg ZH, Schoorenstrasse","Kilchberg ZH, Lindt & Sprüngli",5
"Kloten, Schluefweg","Kloten, Schulstrasse",10
"Neuenhof, Kreuzstein","Neuenhof, Eich",6
"Schleinikon, Dachsleren","Schleinikon, Gemeindehaus",7
"Uster, Jugendhaus","Uster, Poststrasse",8
"Uster, Krämeracker","Uster, Wildsbergstrasse",10
"Volketswil, Zentrum","Volketswil, Chammwisen",7
"Wallisellen, Schulhaus Bürgli","Wallisellen, Blumenweg",10
"Watt, Geerenweg","Regensdorf-Watt, Bahnhof",9
"Wettingen, Hardstrasse","Wettingen, Zirkuswiese",6
"Wettingen, Sonne","Wettingen, Busgarage",8
"Wettswil a.A., Beerimoos","Wettswil a.A., Schürli",9
"Winterthur, Schwimmbad Töss","Winterthur, Rosenau",6
"Wohlen AG, Altersheim Bifang","Wohlen AG, Stegmatt",3
"Wädenswil, Tiefenhof","Wädenswil, Tobelrain",10
"Zollikon, Dufourplatz","Zollikon, Gemeindehaus",6
Zürich HB,"Zürich, Bahnhofplatz/HB",3
Zürich Hardbrücke,"Zürich, Hardplatz",8
"Zürich, Bernoulli-Häuser","Zürich, Fischerweg",6
"Zürich, Butzenstrasse","Zürich, Morgental",6
"Zürich, Freihofstrasse","Zürich, Letzigrund",8
"Zürich, Helvetiaplatz","Zürich, Militär-/Langstrasse",8
"Zürich, Laubiweg","Zürich, Lägernstrasse",7
"Zürich, Neeserweg","Zürich, Dunkelhölzli",8
"Zürich, Toblerplatz","Zürich, Voltastrasse",9
"Zürich, Winzerhalde","Zürich, Hardhof",10
"Au ZH, Bahnhof","Au ZH, Austrasse",7
"Au ZH, Naglikonerweg","Au ZH, Seeguet",4
Bibenlos-Sonnenhof,"Bremgarten AG, Bahnhof",8
"Bülach, Niederflachs","Bülach, Berufswahlschule",7
"Dietikon, Heimstrasse",Dietikon,7
Dietikon,"Dietikon, Heimstrasse",7
"Dübendorf, Neugut Süd","Wallisellen, Neugut",7
"Glattbrugg, Giebeleichstrasse","Glattbrugg, Frohbühlstrasse",10
"Glattpark, Glattpark","Zürich, Fernsehstudio",9
"Herrliberg, Grundhofstrasse","Herrliberg, Schulhaus",8
"Horgen Oberdorf, Bahnhof","Horgen, Bergli",6
"Horgen, Baumgärtlihof",Horgen Autoquai,8
"Horgen, Schinzenhof","Horgen, untere Mühle",4
"Horgen, Wannerstrasse","Horgen, Säntisstrasse",8
"Kloten, Lägernstrasse","Kloten, Waldeggweg",9
"Kloten, Säntisstrasse","Kloten, Mühle",4
"Nesselnbach, Unterdorf","Nesselnbach, Mitteldorf",4
"Regensdorf, Zentrum","Regensdorf, Altersheim",7
"Ringlikon, Gättern","Ringlikon, Langwis",6
"Rümlang, Rümelbach","Rümlang, Hofwisenunterführung",8
"Schlieren, Heimeliweg","Schlieren, Nassacker",7
"Schlieren, Wagonsfabrik","Schlieren, Bahnhof Nord",10
"Urdorf, Sonne","Urdorf, Uitikonerstrasse",6
"Uster, Niederuster","Uster, Schlyffi",8
"Wallisellen, Rosenberg",Wallisellen,9
"Winterthur, Hauptbahnhof",Museumstrasse/HB,4
"Wädenswil, Büelen","Wädenswil, Frohmatt",7
"Zollikon, Bahnübergang","Zollikon, Seestrasse",8
"Zollikon, Goldhaldenplatz","Küsnacht ZH, Bühlstrasse",8
Zürich Affoltern,"Zürich, Blumenfeldstrasse",9
Zürich Giesshübel,"Zürich, Waffenplatzstrasse",7
"Zürich, Besenrainstrasse","Zürich, Post Wollishofen",9
"Zürich, Bristenstrasse","Zürich, Seidelhof",7
"Zürich, Chaletweg","Zürich, Neuaffoltern",10
"Zürich, Farbhof","Zürich, Neeserweg",7
"Zürich, Farbhof","Zürich, Seidelhof",8
"Zürich, Freihofstrasse","Zürich, Letzipark West",9
"Zürich, Förrlibuckstrasse","Zürich, Waidfussweg",8
"Zürich, Goldackerweg","Zürich, Schulhaus Altweg",10
"Zürich, Hadlaubstrasse","Zürich, Rigiblick",4
"Zürich, Helmhaus","Zürich, Paradeplatz",7
"Zürich, Nordstrasse","Zürich, Rotbuchstrasse",7
"Zürich, Rautihalde","Zürich, Schulhaus Buchlern",8
"Zürich, Schwert","Zürich, Kempfhofsteig",10
"Zürich, Stauffacher","Zürich Selnau, Bahnhof",8
"Zürich, Stierenried","Zürich, Neunbrunnen",5
"Adliswil, Poststrasse",Adliswil (Luftseilbahnstation),8
"Bonstetten, Lärchenhof",Bonstetten-Wettswil,8
"Dietikon, Stelzenacker","Dietikon, Gyrhalden",9
"Dietlikon, Dübendorferstrasse","Dietlikon, Hörnligraben",9
"Dübendorf, Flugplatz",Dübendorf,8
"Dübendorf, Kreuzbühl","Dübendorf, Grüzenstrasse",9
"Erlenbach ZH, Erlenhöhe","Erlenbach ZH, Rankstrasse",9
Hardstrasse,"Wettingen, Tägi",5
"Herrliberg-Feldmeilen,Bhf West","Herrliberg-Feldmeilen, Bhf Ost",1
"Horgen, Altersheim/Tödistrasse","Horgen, Plattenhof",10
"Horgen, Rotweg","Horgen, Waidli",8
"Horgen, Säntisstrasse","Horgen, Altersheim/Tödistrasse",7
"Kilchberg ZH, Lindt & Sprüngli","Kilchberg ZH, Schoorenstrasse",5
"Kilchberg ZH, Obere Hornhalde","Kilchberg ZH, Emilienheim",6
"Kilchberg ZH, Schlimbergstr.","Kilchberg ZH, Breitloo",7
"Kilchberg ZH, Schwelle","Kilchberg ZH, Altersheim",8
"Kilchberg ZH, Weinbergstrasse","Kilchberg ZH, Hornhaldenstr.",3
"Langnau am Albis, Unterrengg","Langnau am Albis, Hehlstrasse",8
"Maiacher, Station",Maiacher,2
"Maur, Kirche","Maur, See",9
"Meilen, Bahnhof","Meilen, Parkresidenz",10
"Männedorf, Kirchweg","Männedorf, Glärnischstrasse",8
"Oberrohrdorf, Post","Oberrohrdorf, Brüggliacher",9
"Russikon, Dorf","Russikon, Gemeindehaus",2
"Rüschlikon, Belvoir","Rüschlikon, Bodengasse",10
Schöfflisdorf-Oberweningen,"Oberweningen, Dorf",6
"Spreitenbach, Altersheim","Spreitenbach, Glattler",10
"Tagelswangen, Gerenhalde","Tagelswangen, Dorf",7
"Thalwil, Archstrasse","Thalwil, Pilgerweg",5
"Thalwil, Sonnenberg","Thalwil, Rudishaldenstrasse",5
"Uetikon am See, Talstrasse","Uetikon am See, Kleindorf",6
"Wallisellen, Friedhof","Wallisellen, Hallenbad",6
"Wangen b D'dorf, Hätzelwisen","Wangen b D'dorf, Flugsicherung",9
"Wettingen, Rebstock",Bahnhofstrasse,6
"Wettswil a.A., Oberhusen","Wettswil a.A., Moosstrasse",8
"Winterthur, Langwiesen","Winterthur, Autobahn",7
"Winterthur, Waldheim","Winterthur, Zeughaus",9
"Wädenswil, Bahnhof",Wädenswil (See),2
"Zürich Wollishofen, Bahnhof","Zürich, Billoweg",8
"Zürich, Bristenstrasse","Zürich, Grimselstrasse",9
"Zürich, Römerhof","Zürich, Hölderlinsteig",8
"Zürich, Singlistrasse","Zürich, Hohenklingensteig",10
"Zürich, Waffenplatz-/Bederstr.","Zürich, Museum Rietberg",8
"Dietlikon, Hofwiesen","Dietlikon, Lindenstrasse",10
"Dübendorf, Hochbord Süd","Dübendorf, Hochbord Nord",6
"Dübendorf, Högler","Dübendorf, Wasserfurren",8
"Embrach, Post","Embrach, Gemeindehaus",7
"Fischbach-Göslikon, Zentrum","Fischbach-Göslikon, Reusstal",9
"Greifensee, Tumigerstrasse","Greifensee, Im Langacher",9
Hauptbahnhof,"Winterthur, Tellstrasse",10
"Herrliberg, Harzerstrasse","Meilen, Tobel",10
"Herrliberg, Sportplatz","Herrliberg, Busenhardstrasse",5
"Kilchberg ZH, Altersheim","Kilchberg ZH, Stockengut",10
"Langnau am Albis, Unteralbis","Langnau am Albis,Oberrenggstr.",8
"Meilen, Tobel",Herrliberg-Feldmeilen,10
"Muri AG, Grindelstrasse","Muri AG, Egg",8
"Oberweningen, Hüeblistrasse","Oberweningen, Dorf",10
"Oetwil am See, Zentrum","Oetwil am See, Bergstrasse",5
"Opfikon, Grossacker","Opfikon, Neuwiesen",8
"Regensdorf, Zentrum Ost","Regensdorf, Chrüzächer",8
"Schneisingen, Murzlen",Niederweningen,9
Sood-Oberleimbach,"Adliswil, Zopf",8
"Uster, Krämeracker","Uster, Sonnenberg",7
"Uster, Talacker","Uster, Zentralstrasse",9
"Waldegg, Post",Uitikon Waldegg,8
"Wallisellen, Säntisstrasse","Wallisellen, Florastrasse",6
"Winterthur, Breite","Winterthur, Irchelstrasse",10
"Winterthur, Nussbaumweg","Winterthur, Turmstrasse",4
"Winterthur, Zeughaus","Winterthur, Fotozentrum",6
Zürich Central (Polybahn),"Zürich, ETH/Universitätsspital",7
Zürich Landesmuseum (See),"Zürich, Stampfenbachplatz",4
"Zürich, Bahnhofstrasse/HB","Zürich, Rennweg",8
"Zürich, Billoweg","Zürich, Thujastrasse",7
"Zürich, Central","Zürich, Bahnhofstrasse/HB",7
"Zürich, Goldbrunnenplatz","Zürich, Bertastrasse",9
"Zürich, Haldenbach","Zürich, ETH/Universitätsspital",7
"Zürich, Kantonalbank",Zürich Storchen,8
"Zürich, Letzipark","Zürich, Kappeli",9
"Zürich, Triemli","Zürich, Schaufelbergerstrasse",10
"Zürich, Werd","Zürich,Kalkbreite/Bhf.Wiedikon",10
Adliswil (Luftseilbahnstation),"Adliswil, Bahnhof",8
"Adliswil, Bodenacker","Adliswil, Feldblumenstrasse",5
"Adliswil, Tobelhof","Adliswil, Krone",9
"Dielsdorf, Ruchwiesen",Dielsdorf,8
"Dietikon, Gyrhalden","Dietikon, Stelzenacker",9
"Dietikon, Rapidplatz",Dietikon,10
"Dübendorf, Sonnental","Dübendorf, Hoffnung",6
"Erlenbach ZH, Im Vogelsang","Erlenbach ZH, Bahnhofstrasse",10
"Horgen, Bergli",Horgen Oberdorf,6
"Horgen, Waidli","Horgen, Glärnischhof",7
"Kappel am Albis, Allenwinden","Kappel am Albis, Kloster",10
"Kilchberg ZH, Auf Brunnen","Kilchberg ZH, Kirche",7
"Kilchberg ZH, Kirche","Kilchberg ZH, Auf Brunnen",7
"Kloten, Bahnhof","Kloten, Schluefweg",8
"Obfelden, Gessnerstrasse","Obfelden, alte Post",9
Opfikon,"Glattbrugg, Zentrum",10
"Pfäffikon ZH, Wiesengrund","Pfäffikon ZH, Berg",9
"Rümlang, Chilestieg","Rümlang, Hörnlistrasse",9
"Rüschlikon, Rebsteig","Rüschlikon, Schlossstrasse",6
"Spreitenbach, Glattler","Spreitenbach, Langäcker",6
"Thalwil, Aubrigstrasse","Thalwil, Gewerbestrasse",8
"Uitikon, Halde","Waldegg, Post",6
"Uster, Gschwaderstrasse","Uster, Ackerstrasse",8
"Uster, Weidli","Uster, Bordacker",5
"Wallisellen, Gemeindehaus","Wallisellen, Alterszentrum",9
"Wermatswil, Stapferstrasse","Wermatswil, Post",4
